"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
45,"blue-collar","married","secondary","no",130,"yes","no","unknown",30,"may",127,1,-1,0,"unknown","no"
37,"management","married","secondary","no",0,"no","no","cellular",12,"aug",132,2,-1,0,"unknown","no"
30,"technician","single","secondary","no",1352,"yes","no","cellular",13,"may",321,4,-1,0,"unknown","no"
36,"management","married","tertiary","no",2609,"yes","no","unknown",30,"may",141,9,-1,0,"unknown","no"
54,"management","divorced","tertiary","no",55,"yes","no","cellular",27,"may",183,2,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",93,"no","no","telephone",9,"feb",211,5,-1,0,"unknown","no"
59,"admin.","married","secondary","yes",-131,"no","no","cellular",7,"aug",144,2,-1,0,"unknown","no"
42,"technician","married","secondary","no",315,"yes","no","cellular",5,"feb",208,1,275,2,"failure","no"
44,"self-employed","married","secondary","no",335,"no","no","cellular",2,"feb",105,1,-1,0,"unknown","no"
43,"blue-collar","divorced","primary","no",-76,"yes","no","cellular",14,"jul",124,3,-1,0,"unknown","no"
36,"technician","single","secondary","no",1102,"no","no","telephone",6,"feb",236,4,-1,0,"unknown","no"
28,"management","single","tertiary","no",616,"yes","no","cellular",7,"oct",116,1,503,2,"success","no"
45,"blue-collar","married","primary","no",71,"yes","no","unknown",16,"may",355,2,-1,0,"unknown","no"
50,"blue-collar","married","tertiary","no",267,"yes","no","cellular",13,"may",187,3,-1,0,"unknown","no"
30,"admin.","single","secondary","no",585,"no","yes","cellular",2,"feb",7,6,-1,0,"unknown","no"
48,"management","married","primary","no",1513,"no","no","cellular",29,"jan",166,2,-1,0,"unknown","no"
40,"blue-collar","single","primary","no",1,"no","no","unknown",20,"jun",18,11,-1,0,"unknown","no"
27,"technician","married","tertiary","no",10451,"yes","no","cellular",2,"feb",45,1,-1,0,"unknown","no"
52,"self-employed","married","secondary","no",-332,"yes","no","telephone",21,"nov",70,1,-1,0,"unknown","no"
32,"technician","single","secondary","no",13565,"no","no","cellular",3,"feb",613,2,-1,0,"unknown","no"
38,"services","married","secondary","no",133,"yes","no","unknown",27,"may",267,1,-1,0,"unknown","no"
44,"entrepreneur","married","secondary","no",-165,"yes","yes","unknown",4,"jun",184,2,-1,0,"unknown","no"
66,"admin.","married","secondary","no",5464,"no","no","cellular",7,"aug",131,1,-1,0,"unknown","no"
34,"blue-collar","single","secondary","no",20,"yes","yes","cellular",18,"nov",262,2,-1,0,"unknown","no"
59,"technician","married","secondary","no",371,"yes","no","unknown",12,"may",832,3,-1,0,"unknown","no"
56,"technician","divorced","secondary","no",3450,"no","no","cellular",10,"aug",507,1,181,2,"success","yes"
28,"services","single","primary","no",198,"no","no","cellular",4,"feb",976,2,-1,0,"unknown","yes"
41,"entrepreneur","divorced","secondary","no",-29,"yes","no","cellular",10,"jul",188,1,-1,0,"unknown","no"
42,"technician","married","secondary","no",234,"no","no","cellular",4,"feb",765,2,-1,0,"unknown","no"
41,"technician","married","secondary","no",2125,"yes","yes","cellular",21,"nov",285,3,116,4,"failure","no"
46,"services","married","secondary","no",1474,"yes","no","unknown",12,"may",148,3,-1,0,"unknown","no"
26,"self-employed","single","secondary","no",1242,"yes","no","cellular",5,"feb",205,2,253,2,"success","no"
35,"management","married","tertiary","no",4286,"yes","no","unknown",9,"may",357,1,-1,0,"unknown","no"
55,"management","married","tertiary","no",913,"no","no","unknown",17,"jun",462,5,-1,0,"unknown","no"
34,"services","married","secondary","no",0,"yes","no","cellular",21,"nov",248,1,-1,0,"unknown","no"
48,"management","divorced","tertiary","no",249,"no","no","cellular",6,"aug",293,6,-1,0,"unknown","no"
48,"management","married","tertiary","no",494,"no","no","cellular",29,"aug",81,8,-1,0,"unknown","no"
32,"technician","single","tertiary","no",192,"yes","no","unknown",16,"may",303,5,-1,0,"unknown","no"
66,"retired","married","secondary","no",154,"no","no","telephone",15,"jan",66,2,-1,0,"unknown","no"
40,"admin.","single","secondary","no",664,"no","no","cellular",19,"nov",188,2,121,2,"success","no"
42,"admin.","single","secondary","no",277,"yes","no","unknown",14,"may",121,1,-1,0,"unknown","no"
39,"management","single","tertiary","no",12437,"no","no","telephone",18,"nov",40,1,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",412,"yes","no","unknown",3,"jun",316,1,-1,0,"unknown","no"
32,"services","single","secondary","no",2459,"yes","yes","unknown",23,"may",162,1,-1,0,"unknown","no"
28,"technician","married","tertiary","no",107,"yes","no","cellular",29,"jul",122,13,-1,0,"unknown","no"
32,"management","single","tertiary","no",1742,"no","no","unknown",5,"jun",231,2,-1,0,"unknown","no"
29,"technician","married","secondary","no",1697,"yes","no","cellular",12,"may",87,4,-1,0,"unknown","no"
51,"self-employed","married","tertiary","no",5350,"yes","yes","cellular",31,"jul",612,4,-1,0,"unknown","yes"
41,"unemployed","single","secondary","no",315,"yes","no","telephone",14,"may",28,5,-1,0,"unknown","no"
32,"management","married","tertiary","no",500,"no","no","cellular",8,"aug",151,4,-1,0,"unknown","no"
51,"self-employed","married","unknown","no",2094,"no","no","cellular",8,"jun",458,6,-1,0,"unknown","yes"
56,"management","married","tertiary","no",-1493,"no","yes","cellular",28,"jul",119,4,-1,0,"unknown","no"
39,"management","married","tertiary","no",0,"yes","no","unknown",2,"jun",46,2,-1,0,"unknown","no"
51,"management","married","unknown","no",721,"no","no","unknown",16,"jun",276,3,-1,0,"unknown","no"
32,"management","married","secondary","no",0,"no","no","cellular",26,"aug",277,3,-1,0,"unknown","no"
55,"management","married","tertiary","no",1402,"yes","no","cellular",11,"may",125,2,175,1,"failure","no"
46,"management","married","tertiary","no",466,"yes","no","cellular",31,"jul",109,8,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",64,"no","no","unknown",16,"may",239,3,-1,0,"unknown","no"
49,"management","single","tertiary","no",1093,"yes","no","cellular",18,"nov",152,1,-1,0,"unknown","no"
33,"blue-collar","single","primary","no",279,"yes","no","unknown",15,"may",113,1,-1,0,"unknown","no"
31,"technician","single","tertiary","no",1214,"no","no","cellular",3,"feb",39,1,-1,0,"unknown","no"
72,"retired","single","tertiary","no",614,"no","no","cellular",14,"aug",553,1,-1,0,"unknown","no"
33,"management","married","tertiary","no",0,"yes","no","cellular",7,"apr",366,1,-1,0,"unknown","no"
63,"entrepreneur","married","secondary","no",3904,"no","no","telephone",4,"aug",250,2,187,2,"success","yes"
29,"services","married","secondary","no",-597,"no","no","cellular",7,"jul",500,2,-1,0,"unknown","no"
33,"management","single","tertiary","no",794,"no","no","unknown",25,"jun",12,1,-1,0,"unknown","no"
40,"admin.","married","secondary","no",419,"yes","yes","cellular",12,"may",92,1,369,1,"failure","no"
34,"services","married","secondary","no",27,"yes","yes","cellular",31,"jul",249,3,-1,0,"unknown","no"
38,"admin.","married","secondary","no",424,"yes","no","cellular",17,"apr",279,1,-1,0,"unknown","no"
57,"admin.","divorced","secondary","no",3058,"yes","no","unknown",8,"may",268,1,-1,0,"unknown","no"
30,"admin.","single","secondary","no",315,"yes","no","cellular",14,"may",884,3,346,4,"failure","yes"
48,"management","divorced","secondary","no",17,"yes","no","cellular",17,"nov",195,1,-1,0,"unknown","no"
58,"blue-collar","married","unknown","no",3585,"no","no","cellular",30,"apr",122,1,167,1,"success","no"
35,"management","divorced","tertiary","no",434,"yes","no","cellular",11,"may",277,1,271,2,"success","no"
37,"technician","married","secondary","no",318,"no","no","cellular",2,"feb",167,1,187,2,"failure","no"
34,"services","single","primary","no",25,"yes","yes","cellular",9,"apr",96,4,314,8,"other","no"
49,"services","married","secondary","no",0,"yes","no","telephone",17,"nov",96,1,-1,0,"unknown","no"
34,"blue-collar","single","secondary","no",4536,"yes","no","cellular",21,"nov",963,1,-1,0,"unknown","yes"
24,"admin.","single","secondary","no",845,"yes","no","unknown",13,"may",105,1,-1,0,"unknown","no"
53,"housemaid","single","primary","no",80,"no","no","cellular",5,"feb",230,2,-1,0,"unknown","no"
48,"management","single","tertiary","no",0,"yes","yes","cellular",8,"may",76,1,-1,0,"unknown","no"
21,"student","single","secondary","no",39,"no","no","cellular",6,"jul",207,2,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",499,"yes","no","unknown",20,"may",328,1,-1,0,"unknown","no"
28,"admin.","single","tertiary","no",4,"no","no","unknown",4,"jun",148,11,-1,0,"unknown","no"
45,"unknown","married","secondary","no",11285,"no","no","unknown",20,"jun",13,5,-1,0,"unknown","no"
57,"services","married","secondary","no",2476,"yes","no","cellular",7,"aug",239,1,459,1,"success","no"
36,"blue-collar","married","secondary","no",342,"yes","no","cellular",18,"nov",305,1,-1,0,"unknown","no"
84,"retired","married","primary","no",1791,"no","no","telephone",30,"oct",62,3,-1,0,"unknown","no"
32,"blue-collar","married","primary","no",885,"yes","no","unknown",21,"may",127,2,-1,0,"unknown","no"
56,"admin.","married","secondary","no",33,"yes","no","cellular",19,"aug",97,2,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",485,"yes","no","telephone",12,"may",1100,2,-1,0,"unknown","no"
31,"admin.","married","secondary","no",-36,"yes","yes","unknown",4,"jul",64,1,-1,0,"unknown","no"
57,"housemaid","divorced","primary","no",231,"yes","no","unknown",20,"may",26,14,-1,0,"unknown","no"
48,"blue-collar","married","primary","no",1203,"no","no","cellular",6,"aug",61,5,-1,0,"unknown","no"
33,"housemaid","married","primary","no",0,"no","no","cellular",11,"aug",237,2,-1,0,"unknown","no"
26,"blue-collar","single","primary","no",16,"no","yes","cellular",8,"jul",249,2,-1,0,"unknown","no"
32,"management","married","tertiary","no",0,"yes","no","unknown",5,"may",179,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",877,"no","yes","unknown",27,"jun",181,1,-1,0,"unknown","no"
40,"self-employed","married","primary","no",422,"yes","no","unknown",14,"may",187,3,-1,0,"unknown","no"
33,"technician","single","secondary","no",-32,"no","no","cellular",25,"aug",196,12,-1,0,"unknown","no"
47,"services","married","secondary","no",837,"yes","yes","unknown",16,"may",136,1,-1,0,"unknown","no"
57,"management","married","secondary","no",0,"yes","no","cellular",24,"jul",725,2,-1,0,"unknown","no"
31,"admin.","single","secondary","no",2398,"yes","no","unknown",2,"jun",16,13,-1,0,"unknown","no"
28,"admin.","single","secondary","no",-170,"no","yes","cellular",10,"jul",720,2,-1,0,"unknown","yes"
59,"blue-collar","married","secondary","no",-139,"no","no","cellular",18,"jul",33,1,-1,0,"unknown","no"
31,"blue-collar","married","primary","no",347,"no","no","telephone",20,"nov",21,1,-1,0,"unknown","no"
49,"management","divorced","tertiary","no",178,"no","no","cellular",6,"aug",174,2,-1,0,"unknown","no"
52,"blue-collar","married","secondary","no",305,"no","no","cellular",28,"aug",26,26,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",2598,"no","no","cellular",5,"may",272,2,-1,0,"unknown","no"
32,"entrepreneur","married","tertiary","no",3192,"no","no","cellular",20,"nov",44,1,-1,0,"unknown","no"
35,"self-employed","single","tertiary","no",353,"no","no","cellular",12,"aug",582,1,-1,0,"unknown","yes"
32,"admin.","divorced","secondary","no",187,"yes","no","cellular",14,"jul",90,2,-1,0,"unknown","no"
29,"technician","single","secondary","no",120,"no","no","cellular",2,"feb",110,3,-1,0,"unknown","no"
55,"self-employed","married","secondary","no",2678,"no","yes","cellular",18,"aug",151,12,-1,0,"unknown","no"
37,"blue-collar","married","unknown","no",0,"yes","no","cellular",21,"nov",184,1,-1,0,"unknown","no"
55,"management","single","tertiary","no",854,"yes","yes","unknown",17,"jun",98,4,-1,0,"unknown","no"
31,"blue-collar","married","primary","no",1127,"yes","no","telephone",13,"may",43,1,349,1,"failure","no"
56,"blue-collar","married","primary","no",206,"no","no","unknown",5,"jun",315,1,-1,0,"unknown","no"
32,"self-employed","married","tertiary","no",1214,"no","no","cellular",11,"aug",104,2,-1,0,"unknown","no"
34,"technician","married","secondary","no",65,"yes","no","unknown",8,"may",63,3,-1,0,"unknown","no"
52,"technician","married","secondary","no",0,"yes","no","unknown",18,"jun",636,12,-1,0,"unknown","no"
35,"management","single","tertiary","no",863,"no","no","cellular",11,"aug",481,2,-1,0,"unknown","no"
56,"admin.","married","secondary","no",150,"no","no","cellular",22,"aug",105,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",1572,"no","no","cellular",7,"aug",1462,4,-1,0,"unknown","no"
32,"services","single","secondary","no",441,"no","yes","cellular",25,"jul",135,2,-1,0,"unknown","no"
45,"entrepreneur","married","primary","no",2418,"yes","no","unknown",14,"may",120,1,-1,0,"unknown","no"
42,"blue-collar","single","primary","no",1628,"yes","no","cellular",5,"feb",119,1,195,8,"success","no"
59,"technician","divorced","tertiary","no",0,"no","no","cellular",8,"aug",124,4,-1,0,"unknown","no"
31,"admin.","married","secondary","no",3584,"yes","yes","cellular",18,"nov",467,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",924,"no","no","cellular",7,"sep",231,1,94,3,"success","yes"
35,"management","married","tertiary","no",-65,"yes","no","unknown",30,"may",80,3,-1,0,"unknown","no"
28,"student","single","tertiary","no",170,"no","no","telephone",14,"may",16,5,-1,0,"unknown","no"
58,"blue-collar","married","primary","no",3108,"no","yes","cellular",21,"nov",53,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",78,"yes","no","cellular",14,"jan",218,3,161,9,"other","no"
39,"housemaid","married","unknown","no",0,"no","no","cellular",26,"aug",92,2,-1,0,"unknown","no"
28,"admin.","married","secondary","no",-31,"yes","no","cellular",12,"may",369,1,-1,0,"unknown","no"
46,"admin.","divorced","secondary","no",2087,"no","no","cellular",20,"nov",768,3,-1,0,"unknown","yes"
45,"management","married","tertiary","no",753,"yes","no","cellular",2,"apr",2870,2,-1,0,"unknown","no"
60,"retired","divorced","secondary","no",2479,"yes","yes","unknown",15,"may",157,1,-1,0,"unknown","no"
46,"services","married","primary","no",179,"yes","no","unknown",5,"may",1778,1,-1,0,"unknown","no"
48,"services","married","secondary","no",543,"yes","no","cellular",16,"apr",152,1,336,1,"failure","no"
42,"blue-collar","married","secondary","yes",-29,"no","yes","cellular",8,"jul",294,2,-1,0,"unknown","no"
29,"blue-collar","divorced","unknown","no",17,"yes","no","unknown",13,"may",31,2,-1,0,"unknown","no"
38,"blue-collar","married","primary","no",27,"yes","no","unknown",27,"may",62,4,-1,0,"unknown","no"
48,"management","divorced","tertiary","no",148,"no","no","cellular",12,"aug",152,2,-1,0,"unknown","no"
31,"technician","single","secondary","no",7567,"no","no","cellular",14,"may",287,1,276,2,"failure","no"
34,"technician","single","secondary","no",475,"yes","no","cellular",29,"jul",538,8,-1,0,"unknown","no"
40,"blue-collar","single","secondary","yes",61,"no","no","cellular",23,"jul",68,2,-1,0,"unknown","no"
35,"blue-collar","divorced","secondary","yes",-12,"no","yes","unknown",20,"jun",714,4,-1,0,"unknown","no"
37,"admin.","married","secondary","no",96,"no","no","cellular",7,"aug",155,1,99,2,"success","yes"
43,"blue-collar","married","secondary","no",1311,"yes","no","unknown",14,"may",746,1,-1,0,"unknown","no"
47,"blue-collar","married","secondary","no",480,"no","no","unknown",20,"jun",9,6,-1,0,"unknown","no"
51,"technician","married","tertiary","no",1347,"yes","yes","cellular",30,"apr",116,1,79,2,"success","no"
53,"admin.","married","secondary","no",10541,"no","no","cellular",9,"nov",178,1,-1,0,"unknown","yes"
40,"admin.","married","secondary","no",1597,"yes","no","unknown",30,"may",633,1,-1,0,"unknown","no"
33,"management","married","tertiary","no",643,"no","no","cellular",2,"aug",203,3,94,1,"other","no"
31,"management","divorced","tertiary","no",416,"no","no","cellular",11,"aug",33,2,-1,0,"unknown","no"
32,"technician","single","secondary","no",0,"yes","yes","unknown",26,"may",916,2,-1,0,"unknown","no"
29,"student","single","secondary","no",872,"yes","no","unknown",7,"may",230,1,-1,0,"unknown","no"
30,"services","single","secondary","no",140,"yes","no","cellular",15,"may",760,1,-1,0,"unknown","yes"
33,"management","single","tertiary","no",28,"yes","no","unknown",21,"may",237,2,-1,0,"unknown","no"
